"RBD","AGNO","MRUN","COD_REG_RBD","COD_COM_RBD","COD_DEPE","RURAL_RBD","COD_ENSE2","GEN_ALU","ASISTENCIA","COD_GRADO","EDAD_ALU","PROM_GRAL","SLEP","Z"
4655,2017,22309831,8,8101,3,0,5,1,93,4,17,"6,7",0,0
4655,2016,22309831,8,8101,3,0,5,1,91,3,16,"6,5",0,0
4656,2017,24190192,8,8108,3,0,2,2,89,4,9,"5,7",0,0
4656,2022,24190192,8,8108,3,0,5,2,79,1,14,"5,8",0,0
4656,2023,24190192,8,8108,3,0,5,2,80,2,15,"6",0,0
4656,2016,24190192,8,8108,3,0,2,2,93,3,8,"6,1",0,0
4656,2022,20985370,8,8108,3,0,2,2,84,2,7,"6,5",0,0
4656,2023,20985370,8,8108,3,0,2,2,84,3,8,"5,9",0,0
4656,2018,24190192,8,8108,3,0,2,2,82,5,10,"5,8",0,0
4660,2022,14027727,8,8101,3,0,2,2,89,4,9,"6,4",0,0
4663,2023,14569680,8,8101,3,0,5,1,84,1,14,"6,5",0,0
4663,2022,14569680,8,8101,3,0,2,1,91,8,13,"6,5",0,0
4664,2018,4636841,8,8101,3,0,2,1,95,6,12,"5,7",0,0
4664,2016,4636841,8,8101,3,0,2,1,99,4,10,"6",0,0
4664,2018,7322259,8,8101,3,0,2,2,97,5,10,"6",0,0
4664,2016,7322259,8,8101,3,0,2,2,100,3,8,"6",0,0
4664,2017,4636841,8,8101,3,0,2,1,96,5,11,"6",0,0
4664,2023,4636841,8,8101,3,0,5,1,94,3,17,"6,3",0,0
4664,2022,7322259,8,8101,3,0,5,2,97,1,14,"6",0,0
4664,2023,7322259,8,8101,3,0,5,2,94,2,15,"6,1",0,0
4664,2022,4636841,8,8101,3,0,5,1,95,2,16,"6,4",0,0
4664,2017,7322259,8,8101,3,0,2,2,96,4,9,"6",0,0
4666,2018,8768124,8,8101,3,0,2,1,86,7,12,"6,2",0,0
4666,2016,8768124,8,8101,3,0,2,1,98,5,10,"6,4",0,0
4666,2023,15658202,8,8101,3,0,2,2,98,4,9,"6,8",0,0
4666,2022,15658202,8,8101,3,0,2,2,96,3,8,"6,7",0,0
4666,2017,8768124,8,8101,3,0,2,1,90,6,11,"6,4",0,0
4666,2023,8768124,8,8101,3,0,5,1,97,4,17,"6,6",0,0
4666,2022,8768124,8,8101,3,0,5,1,93,3,16,"6,3",0,0
4667,2022,1013483,8,8103,3,0,2,1,91,7,12,"6,2",0,0
4667,2018,1013483,8,8103,3,0,2,1,99,3,8,"6,5",0,0
4667,2017,1013483,8,8103,3,0,2,1,97,2,7,"6,5",0,0
4667,2016,1013483,8,8103,3,0,2,1,100,1,6,"6,7",0,0
4667,2023,1013483,8,8103,3,0,2,1,99,8,13,"6",0,0
4667,2016,4471830,8,8103,3,0,2,1,99,8,14,"6,2",0,0
4669,2016,23592524,8,8101,3,0,2,2,100,3,8,"6,3",0,0
4669,2017,23592524,8,8101,3,0,2,2,94,4,9,"6,1",0,0
4669,2023,23592524,8,8101,3,0,5,2,95,2,15,"5,7",0,0
4669,2023,17586379,8,8101,3,0,2,2,84,3,9,"6,7",0,0
4669,2022,17586379,8,8101,3,0,2,2,83,2,8,"6,8",0,0
4669,2022,23592524,8,8101,3,0,5,2,92,1,14,"5,9",0,0
4669,2018,23592524,8,8101,3,0,2,2,100,5,10,"6,3",0,0
4670,2016,24421181,8,8101,3,0,2,1,93,3,9,"5,4",0,0
4670,2018,24421181,8,8101,3,0,2,1,93,5,11,"5,6",0,0
4670,2017,24421181,8,8101,3,0,2,1,92,4,10,"5,5",0,0
4672,2022,19531398,8,8101,3,0,7,1,89,3,18,"5,7",0,0
4672,2017,19562814,8,8101,3,0,2,2,95,5,11,"5,2",0,0
4672,2022,12126445,8,8101,3,0,7,1,96,2,15,"6,5",0,0
4672,2022,9872684,8,8101,3,0,2,2,91,2,7,"6,6",0,0
4672,2017,12126445,8,8101,3,0,2,1,89,5,10,"6",0,0
4672,2018,19531398,8,8101,3,0,2,1,98,7,14,"5",0,0
4672,2016,19531398,8,8101,3,0,2,1,97,6,12,"4,9",0,0
4672,2016,12126445,8,8101,3,0,2,1,92,4,9,"6,2",0,0
4672,2018,19562814,8,8101,3,0,2,2,94,6,12,"5,4",0,0
4672,2018,12126445,8,8101,3,0,2,1,94,6,11,"5,9",0,0
4672,2023,9872684,8,8101,3,0,2,2,100,3,8,"6,7",0,0
4672,2016,19562814,8,8101,3,0,2,2,99,4,10,"5,6",0,0
4672,2017,19531398,8,8101,3,0,2,1,92,6,13,"5,1",0,0
4672,2023,19531398,8,8101,3,0,7,1,0,4,19,NA,0,0
4672,2023,12126445,8,8101,3,0,7,1,95,3,16,"6,4",0,0
4672,2022,19562814,8,8101,3,0,7,2,96,2,16,"5,8",0,0
4672,2023,19562814,8,8101,3,0,7,2,98,3,17,"6,1",0,0
4679,2016,18308582,8,8101,4,0,2,1,98,6,11,"6,8",0,0
4679,2023,14036020,8,8101,4,0,5,2,76,2,15,"5,7",0,0
4679,2017,18308582,8,8101,4,0,2,1,96,7,12,"6,7",0,0
4679,2022,14036020,8,8101,4,0,5,2,85,1,14,"6",0,0
4679,2016,14036020,8,8101,4,0,2,2,92,3,8,"6,6",0,0
4679,2016,6124493,8,8101,4,0,5,2,91,3,16,"5,8",0,0
4679,2017,6124493,8,8101,4,0,5,2,89,4,17,"5,7",0,0
4679,2017,14036020,8,8101,4,0,2,2,83,4,9,"6,4",0,0
4679,2022,18308582,8,8101,4,0,5,1,93,4,17,"6,4",0,0
4679,2018,14036020,8,8101,4,0,2,2,82,5,10,"5,9",0,0
4679,2018,18308582,8,8101,4,0,2,1,98,8,13,"6,6",0,0
4680,2022,23695654,8,8101,4,0,2,2,92,5,10,"6,6",0,0
4680,2023,23695654,8,8101,4,0,2,2,96,6,11,"6,6",0,0
4680,2018,23695654,8,8101,4,0,2,2,86,1,6,"6,9",0,0
4686,2023,20675582,8,8101,4,0,2,2,88,6,11,"6,5",0,0
4686,2018,20675582,8,8101,4,0,2,2,95,1,6,"6,7",0,0
4686,2022,20675582,8,8101,4,0,2,2,95,5,10,"6,8",0,0
4687,2023,2253462,8,8108,4,0,2,2,91,7,13,"6,7",0,0
4687,2023,4948283,8,8108,4,0,2,2,87,7,12,"5,3",0,0
4687,2022,2253462,8,8108,4,0,2,2,94,6,12,"6,9",0,0
4687,2022,4948283,8,8108,4,0,2,2,93,6,11,"5,4",0,0
4687,2018,4948283,8,8108,4,0,2,2,97,2,7,"6,1",0,0
4687,2023,26247129,8,8108,4,0,2,1,97,1,7,"6,6",0,0
4687,2017,4948283,8,8108,4,0,2,2,97,1,6,"6,3",0,0
4687,2018,2253462,8,8108,4,0,2,2,94,2,8,"6,9",0,0
4687,2017,2253462,8,8108,4,0,2,2,89,1,7,"7",0,0
4688,2022,24583931,8,8101,4,0,2,2,96,3,8,"6,8",0,0
4688,2023,18442656,8,8101,4,0,2,1,98,6,11,"6,9",0,0
4688,2018,18442656,8,8101,4,0,2,1,98,1,6,"6,3",0,0
4688,2023,24583931,8,8101,4,0,2,2,99,4,9,"6,9",0,0
4688,2023,18394559,8,8101,4,0,2,2,92,4,9,"6,6",0,0
4688,2022,18394559,8,8101,4,0,2,2,89,3,8,"6,6",0,0
4688,2022,18442656,8,8101,4,0,2,1,91,5,10,"6,8",0,0
4691,2018,2200125,8,8103,3,0,2,1,96,1,6,"6,1",0,0
4691,2023,2200125,8,8103,3,0,2,1,84,6,11,"5,3",0,0
4691,2022,2200125,8,8103,3,0,2,1,86,5,10,"5,5",0,0
4694,2016,6592331,8,8108,4,0,5,2,88,3,16,"6,3",0,0
4694,2017,6592331,8,8108,4,0,5,2,89,4,17,"6,3",0,0
4698,2023,21234978,8,8101,4,0,2,1,99,7,12,"6,7",0,0
4698,2018,21234978,8,8101,4,0,2,1,86,2,7,"6,7",0,0
4698,2017,12995658,8,8101,4,0,5,1,88,2,15,"5,2",0,0
4698,2018,12995658,8,8101,4,0,5,1,87,3,16,"5,3",0,0
4698,2017,21234978,8,8101,4,0,2,1,0,1,6,NA,0,0
4698,2022,21234978,8,8101,4,0,2,1,100,6,11,"6,6",0,0
4698,2022,2777629,8,8101,4,0,5,2,100,4,18,"6,1",0,0
4698,2016,12995658,8,8101,4,0,5,1,90,1,14,"5,4",0,0
4700,2016,10808488,8,8112,5,0,7,1,92,2,15,"4,6",0,0
4700,2018,10808488,8,8112,5,0,7,1,93,4,17,"4,7",0,0
4700,2023,22879667,8,8112,5,0,7,1,92,1,16,"4,6",0,0
4700,2018,12541647,8,8112,5,0,7,1,97,2,15,"5,6",0,0
4700,2017,10808488,8,8112,5,0,7,1,94,3,16,"4,9",0,0
4700,2017,12541647,8,8112,5,0,7,1,98,1,14,"5,4",0,0
4702,2022,37602,8,8110,2,0,5,2,87,1,14,"5,8",0,0
4702,2023,37602,8,8110,2,0,5,2,0,2,15,NA,0,0
4707,2022,26286091,8,8110,2,0,7,1,87,4,17,"6,3",0,0
4707,2017,17052052,8,8110,2,0,7,1,60,3,17,"4,7",0,0
4707,2018,898824,8,8110,2,0,7,2,89,1,14,"5,5",0,0
4707,2023,27221864,8,8110,2,0,7,2,97,2,15,"6,7",0,0
4707,2016,17052052,8,8110,2,0,7,1,88,2,16,"4,9",0,0
4709,2018,15215983,8,8110,2,0,7,1,0,1,15,NA,0,0
4713,2016,12541647,8,8112,2,0,2,1,97,8,13,"5,3",0,0
4713,2016,22879667,8,8112,2,0,2,1,93,3,9,"4,9",0,0
4713,2017,22879667,8,8112,2,0,2,1,0,4,10,NA,0,0
4714,2016,20756251,8,8112,2,0,2,2,84,8,13,"5,4",0,0
4719,2016,18495608,8,8112,2,0,2,1,90,4,9,"4,8",0,0
4720,2017,10000104,8,8110,2,0,2,1,89,2,7,"5,7",0,0
4720,2016,10000104,8,8110,2,0,2,1,95,1,6,"5,9",0,0
4724,2022,2299494,8,8110,2,0,2,2,88,5,10,"4,6",0,0
4724,2023,2299494,8,8110,2,0,2,2,91,6,11,"4,9",0,0
4726,2022,25315048,8,8110,2,0,2,1,67,1,7,"6,3",0,0
4727,2016,10273936,8,8110,2,0,2,2,92,4,9,"5,9",0,0
4727,2018,10273936,8,8110,2,0,2,2,93,6,11,"5,1",0,0
4727,2016,21761599,8,8110,2,0,2,1,0,6,11,NA,0,0
4727,2017,10273936,8,8110,2,0,2,2,89,5,10,"5,3",0,0
4730,2017,5003494,8,8112,2,0,2,2,92,1,9,"5,4",0,0
4730,2022,5003494,8,8112,2,0,2,2,82,6,14,"6,5",0,0
4730,2023,5003494,8,8112,2,0,2,2,85,7,15,"6,3",0,0
4730,2016,19597954,8,8112,2,0,2,1,93,3,8,"6,5",0,0
4730,2018,5003494,8,8112,2,0,2,2,81,2,10,"5,6",0,0
4731,2023,27075436,8,8112,2,0,2,2,97,5,11,"6,5",0,0
4731,2022,27075436,8,8112,2,0,2,2,81,4,10,"6,2",0,0
4731,2018,22879667,8,8112,2,0,2,1,91,4,11,"5,5",0,0
4731,2022,22879667,8,8112,2,0,2,1,85,8,15,"5,8",0,0
4736,2016,14962946,8,8110,2,0,2,2,97,4,9,"6,2",0,0
4736,2023,14427340,8,8110,2,0,2,1,97,5,10,"6,5",0,0
4736,2017,14962946,8,8110,2,0,2,2,89,5,10,"5,8",0,0
4736,2022,14427340,8,8110,2,0,2,1,96,4,9,"6,7",0,0
4737,2017,16007061,8,8112,2,0,2,1,92,4,9,"5,8",0,0
4737,2018,16007061,8,8112,2,0,2,1,0,5,10,NA,0,0
4737,2023,14027727,8,8112,2,0,2,2,84,5,10,"6,3",0,0
4746,2016,15215983,8,8110,2,0,2,1,48,7,13,"4,7",0,0
4746,2017,15215983,8,8110,2,0,2,1,43,8,14,"4,8",0,0
4754,2017,898824,8,8110,2,0,2,2,99,8,13,"5,9",0,0
4754,2016,898824,8,8110,2,0,2,2,99,7,12,"5,6",0,0
4754,2023,25889910,8,8110,2,0,2,2,89,1,6,"6,1",0,0
4760,2023,16991749,8,8112,3,0,2,2,95,5,10,"5,7",0,0
4760,2022,16991749,8,8112,3,0,2,2,99,4,9,"6,2",0,0
4762,2016,3920160,8,8110,3,0,2,1,93,7,12,"5,9",0,0
4762,2017,17827575,8,8110,3,0,5,2,98,2,16,"6",0,0
4762,2017,7915536,8,8110,3,0,5,1,98,2,15,"5,8",0,0
4762,2016,22401804,8,8110,3,0,2,2,99,7,13,"5",0,0
4762,2016,7915536,8,8110,3,0,5,1,99,1,14,"5,6",0,0
4762,2018,22401804,8,8110,3,0,5,2,98,1,15,"4,8",0,0
4762,2017,22401804,8,8110,3,0,2,2,99,8,14,"5,2",0,0
4762,2016,17827575,8,8110,3,0,5,2,95,1,15,"6",0,0
4762,2017,3920160,8,8110,3,0,2,1,98,8,13,"5,8",0,0
4762,2018,7915536,8,8110,3,0,5,1,98,3,16,"5,7",0,0
4762,2022,4477930,8,8110,3,0,2,2,90,4,10,"6",0,0
4762,2023,4477930,8,8110,3,0,2,2,91,5,11,"5,8",0,0
4762,2018,17827575,8,8110,3,0,5,2,95,3,17,"6,2",0,0
4762,2018,3920160,8,8110,3,0,5,1,97,1,14,"6,3",0,0
4767,2018,7645932,8,8112,3,0,2,1,98,8,13,"5,4",0,0
4767,2017,7645932,8,8112,3,0,2,1,99,7,12,"5,2",0,0
4767,2016,7645932,8,8112,3,0,2,1,97,6,11,"5,4",0,0
4767,2023,25984227,8,8112,3,0,2,2,86,1,6,"5,9",0,0
4778,2016,17858339,8,8110,3,0,5,1,98,1,15,"5",0,0
4778,2023,2063871,8,8110,3,0,2,2,77,5,10,"5,7",0,0
4778,2017,17858339,8,8110,3,0,5,1,97,2,16,"4,8",0,0
4778,2018,17858339,8,8110,3,0,5,1,96,3,17,"5,1",0,0
4779,2018,14403568,8,8110,3,0,2,2,96,6,11,"5,8",0,0
4779,2016,14403568,8,8110,3,0,2,2,89,4,9,"6,1",0,0
4779,2017,14403568,8,8110,3,0,2,2,97,5,10,"6,2",0,0
4779,2023,14403568,8,8110,3,0,5,2,86,3,16,"6",0,0
4779,2022,14403568,8,8110,3,0,5,2,88,2,15,"5,6",0,0
4782,2018,19177783,8,8112,3,0,5,1,73,2,15,"5,1",0,0
4782,2016,19177783,8,8112,3,0,2,1,90,8,13,"5,2",0,0
4782,2017,19177783,8,8112,3,0,5,1,86,1,14,"5,2",0,0
4790,2022,15569808,8,8112,3,0,2,2,87,3,8,"6,4",0,0
4790,2023,15569808,8,8112,3,0,2,2,85,4,9,"6,4",0,0
4792,2018,2299494,8,8110,3,0,2,2,92,1,6,"6,5",0,0
4792,2023,12809563,8,8110,3,0,2,2,93,3,8,"5,6",0,0
4792,2022,12809563,8,8110,3,0,2,2,94,2,7,"6",0,0
4796,2022,15692097,8,8110,4,0,2,2,96,4,9,"6,2",0,0
4796,2023,15692097,8,8110,4,0,2,2,99,5,10,"6,2",0,0
4796,2023,17844109,8,8110,4,0,5,2,88,4,17,"6,6",0,0
4796,2022,17844109,8,8110,4,0,5,2,96,3,16,"6,5",0,0
4796,2018,17844109,8,8110,4,0,2,2,94,7,12,"6,1",0,0
4798,2023,12190968,8,8112,4,0,2,1,96,2,8,"7",0,0
4798,2022,12190968,8,8112,4,0,2,1,95,1,7,"6,9",0,0
4812,2017,21940426,8,8107,2,1,2,2,97,8,13,"6,2",0,0
4812,2022,19616290,8,8107,2,1,2,2,85,8,13,"6,6",0,0
4812,2016,21940426,8,8107,2,1,2,2,100,7,12,"6,4",0,0
4812,2018,19616290,8,8107,2,1,2,2,98,4,9,"6,3",0,0
4825,2017,3109804,8,8111,2,0,7,1,89,1,16,"5,2",0,0
4825,2018,3109804,8,8111,2,0,7,1,85,2,17,"4,7",0,0
4825,2016,21643842,8,8111,2,0,7,2,97,4,17,"6,1",0,0
4829,2022,2678008,8,8111,2,0,5,2,93,3,16,"5,2",0,0
4829,2016,2013560,8,8111,2,0,5,1,85,3,16,"6,3",0,0
4829,2023,24506665,8,8111,2,0,5,1,99,1,14,"5,5",0,0
4829,2017,2013560,8,8111,2,0,5,1,88,4,17,"6,2",0,0
4829,2023,2678008,8,8111,2,0,5,2,91,4,17,"5,6",0,0
4830,2017,15366961,8,8111,2,0,2,2,90,8,13,"5,9",0,0
4830,2018,24329504,8,8111,2,0,2,2,98,4,9,"5,9",0,0
4830,2023,25994307,8,8111,2,0,2,1,95,1,6,"6,5",0,0
4830,2023,4631638,8,8111,2,0,5,1,83,1,14,"5,6",0,0
4830,2022,24329504,8,8111,2,0,2,2,91,8,13,"6,3",0,0
4830,2023,24329504,8,8111,2,0,5,2,95,1,14,"6,3",0,0
4830,2022,4631638,8,8111,2,0,2,1,88,8,13,"5,8",0,0
4830,2016,4631638,8,8111,2,0,2,1,86,2,7,"5,8",0,0
4830,2016,24329504,8,8111,2,0,2,2,98,2,7,"6",0,0
4830,2018,15366961,8,8111,2,0,5,2,97,1,14,"6",0,0
4830,2016,15366961,8,8111,2,0,2,2,99,7,12,"6",0,0
4830,2018,4631638,8,8111,2,0,2,1,85,4,9,"5,7",0,0
4830,2017,4631638,8,8111,2,0,2,1,85,3,8,"6,1",0,0
4830,2017,24329504,8,8111,2,0,2,2,99,3,8,"6,2",0,0
4831,2022,9850573,8,8111,2,0,2,2,87,4,9,"6,5",0,0
4831,2023,9850573,8,8111,2,0,2,2,85,5,10,"6,5",0,0
4834,2017,2678008,8,8111,2,0,2,2,100,6,11,"5,4",0,0
4834,2018,2678008,8,8111,2,0,2,2,100,7,12,"5,5",0,0
4834,2016,2678008,8,8111,2,0,2,2,99,5,10,"5,7",0,0
4835,2022,25353643,8,8111,2,0,2,2,98,1,6,"6,8",0,0
4835,2017,24506665,8,8111,2,0,2,1,99,3,8,"6,5",0,0
4835,2023,25353643,8,8111,2,0,2,2,99,2,7,"6,8",0,0
4835,2018,24506665,8,8111,2,0,2,1,99,4,9,"6,2",0,0
4835,2023,25781041,8,8111,2,0,2,2,85,1,6,"6,9",0,0
4835,2016,24506665,8,8111,2,0,2,1,98,2,7,"6,6",0,0
4835,2022,24506665,8,8111,2,0,2,1,98,8,13,"5,8",0,0
4836,2023,16228145,8,8111,2,0,2,1,93,3,9,"6,1",0,0
4837,2018,12838358,8,8111,2,1,2,1,99,4,9,"6,4",0,0
4837,2016,12838358,8,8111,2,1,2,1,98,2,7,"6,5",0,0
4837,2017,12838358,8,8111,2,1,2,1,98,3,8,"6,4",0,0
4838,2022,17446310,8,8111,2,0,2,1,85,5,11,"6,3",0,0
4838,2023,17446310,8,8111,2,0,2,1,76,6,12,"6,2",0,0
4841,2022,16228145,8,8111,2,0,2,1,94,2,8,"6,4",0,0
4843,2017,21761599,8,8111,2,0,2,1,95,7,12,"6,1",0,0
4843,2018,21761599,8,8111,2,0,2,1,98,8,13,"6,3",0,0
4845,2023,961367,8,8111,2,1,2,2,89,5,10,"6,2",0,0
4845,2022,961367,8,8111,2,1,2,2,87,4,9,"5,9",0,0
4866,2018,2777629,8,8111,3,0,2,2,99,8,14,"5,6",0,0
4866,2017,2777629,8,8111,3,0,2,2,100,7,13,"5,9",0,0
4866,2016,2777629,8,8111,3,0,2,2,99,6,12,"6",0,0
4868,2016,83215,8,8101,3,0,2,1,89,5,11,"5,5",0,0
4922,2023,12561187,8,8105,3,0,5,1,85,1,14,"5,3",0,0
4922,2022,12561187,8,8105,3,0,2,1,89,8,13,"5,3",0,0
4922,2017,12561187,8,8105,3,0,2,1,85,3,8,"5,3",0,0
4922,2018,12561187,8,8105,3,0,2,1,92,4,9,"5,4",0,0
4922,2016,12561187,8,8105,3,0,2,1,92,2,7,"5,3",0,0
4926,2018,8260428,8,8109,2,0,2,1,91,2,7,"6,2",0,0
4926,2022,8260428,8,8109,2,0,2,1,93,6,11,"6,5",0,0
4926,2023,8260428,8,8109,2,0,2,1,97,7,12,"6,4",0,0
4926,2017,8260428,8,8109,2,0,2,1,90,1,6,"6,3",0,0
4951,2023,6425088,8,8106,2,0,5,2,0,3,17,NA,0,0
4951,2017,19450056,8,8106,2,0,5,1,85,4,18,"4,7",0,0
4951,2018,5807166,8,8106,2,0,5,1,79,1,14,"3,6",0,0
4951,2016,19450056,8,8106,2,0,5,1,88,3,17,"4,9",0,0
4952,2018,6425088,8,8106,2,0,2,2,75,7,12,"5,5",0,0
4952,2017,6425088,8,8106,2,0,2,2,95,6,11,"6,1",0,0
4952,2022,6425088,8,8106,2,0,5,2,56,2,16,"6",0,0
4952,2016,6425088,8,8106,2,0,2,2,90,5,10,"5,9",0,0
4953,2022,14832789,8,8106,2,0,2,1,94,2,7,"6,2",0,0
4953,2023,14832789,8,8106,2,0,2,1,0,3,8,NA,0,0
4956,2017,5807166,8,8106,2,0,2,1,98,8,13,"5",0,0
4956,2016,5807166,8,8106,2,0,2,1,99,7,12,"5,2",0,0
4958,2023,11001095,8,8106,2,0,2,1,97,7,12,"5,3",0,0
4958,2023,26354509,8,8106,2,0,2,1,95,5,11,"6,9",0,0
4958,2017,11001095,8,8106,2,0,2,1,92,1,6,"6,1",0,0
4958,2018,11001095,8,8106,2,0,2,1,98,2,7,"6",0,0
4958,2022,26354509,8,8106,2,0,2,1,91,4,10,"7",0,0
4958,2022,11001095,8,8106,2,0,2,1,93,6,11,"6",0,0
4960,2023,11777186,8,8106,2,0,2,1,90,2,8,"6,5",0,0
4960,2022,11777186,8,8106,2,0,2,1,87,1,7,"6,6",0,0
4975,2022,1123997,8,8102,5,0,5,2,73,1,16,"4,3",0,0
4977,2018,21799289,8,8102,2,0,7,1,83,2,18,"5,7",0,0
4977,2017,21799289,8,8102,2,0,7,1,90,1,17,"6,1",0,0
4982,2016,967236,8,8102,2,0,5,2,91,4,17,"5,6",0,0
4982,2022,10273936,8,8102,2,0,5,2,83,2,15,"5,2",0,0
4982,2018,8720728,8,8102,2,0,5,2,96,2,15,"6,2",0,0
4982,2023,10273936,8,8102,2,0,5,2,87,3,16,"5,4",0,0
4982,2022,9263789,8,8102,2,0,5,2,94,4,17,"5,9",0,0
4982,2018,16324453,8,8102,2,0,5,2,0,2,15,NA,0,0
4984,2022,6437162,8,8102,2,0,2,1,57,3,8,"5,7",0,0
4984,2023,6437162,8,8102,2,0,2,1,50,4,9,"5",0,0
4984,2023,11512706,8,8102,2,0,2,2,92,3,9,"6,8",0,0
4984,2016,16324453,8,8102,2,0,2,2,91,8,13,"6,5",0,0
4984,2022,11512706,8,8102,2,0,2,2,79,2,8,"6,8",0,0
4987,2018,8796920,8,8102,2,0,2,2,91,1,7,"6,8",0,0
4988,2022,3494473,8,8102,2,0,2,1,89,2,7,"6,7",0,0
4988,2023,26126849,8,8102,2,0,2,2,76,1,7,"6,2",0,0
4989,2016,21799289,8,8102,2,0,2,1,94,8,16,"5,7",0,0
4994,2022,20770833,8,8102,2,0,2,1,52,4,10,"4,9",0,0
4994,2023,20770833,8,8102,2,0,2,1,48,5,11,"4,6",0,0
5001,2022,26283597,8,8102,2,0,2,1,73,1,6,"6,9",0,0
5001,2023,26283597,8,8102,2,0,2,1,92,2,7,"6,9",0,0
5001,2022,25229984,8,8102,2,0,2,2,80,1,6,"6,2",0,0
5001,2023,25229984,8,8102,2,0,2,2,81,2,7,"6,4",0,0
5009,2016,8720728,8,8102,3,0,2,2,98,8,13,"5,6",0,0
5010,2018,2737893,8,8102,3,0,2,2,96,5,10,"6",0,0
5010,2023,22877236,8,8102,3,0,2,2,92,6,11,"6,3",0,0
5010,2017,2737893,8,8102,3,0,2,2,98,4,9,"6,2",0,0
5010,2018,22877236,8,8102,3,0,2,2,99,1,6,"6,9",0,0
5010,2022,22877236,8,8102,3,0,2,2,98,5,10,"6,5",0,0
5010,2016,2737893,8,8102,3,0,2,2,94,3,8,"6,1",0,0
5012,2022,17269901,8,8102,3,0,2,2,88,3,8,"6,8",0,0
5012,2023,17269901,8,8102,3,0,2,2,94,4,9,"6,7",0,0
5019,2023,3494473,8,8102,3,0,2,1,90,3,8,"6",0,0
5020,2022,22608194,8,8102,3,0,2,2,95,4,9,"6,9",0,0
5020,2023,22608194,8,8102,3,0,2,2,93,5,10,"6,8",0,0
5020,2018,23462543,8,8102,3,0,2,1,0,1,6,NA,0,0
5024,2018,22607095,8,8201,2,0,2,2,92,7,13,"5,3",0,0
5024,2022,22607095,8,8201,2,0,5,2,93,3,17,"6,2",0,0
5024,2017,11542115,8,8201,2,0,2,2,0,7,12,NA,0,0
5024,2023,22607095,8,8201,2,0,5,2,96,4,18,"6,2",0,0
5025,2023,25921032,8,8201,2,0,2,2,90,1,6,"6,4",0,0
5026,2016,8659357,8,8201,2,0,2,1,87,2,7,"5,3",0,0
5026,2017,8659357,8,8201,2,0,2,1,88,3,8,"5,7",0,0
5026,2022,8659357,8,8201,2,0,2,1,84,8,13,"6",0,0
5026,2018,8659357,8,8201,2,0,2,1,92,4,9,"5,5",0,0
5026,2022,4364429,8,8201,2,0,2,2,89,6,11,"6,4",0,0
5026,2017,4364429,8,8201,2,0,2,2,97,1,6,"6,2",0,0
5026,2023,4364429,8,8201,2,0,2,2,97,7,12,"6,2",0,0
5026,2023,8659357,8,8201,2,0,5,1,94,1,14,"6,1",0,0
5026,2018,4364429,8,8201,2,0,2,2,95,2,7,"6,4",0,0
5028,2017,1123997,8,8201,2,0,2,2,0,5,11,NA,0,0
5029,2018,13390698,8,8201,2,0,2,2,90,1,6,"6,8",0,0
5029,2017,22607095,8,8201,2,0,2,2,95,6,12,"5,2",0,0
5029,2016,11542115,8,8201,2,0,2,2,92,6,11,"6,5",0,0
5029,2016,22607095,8,8201,2,0,2,2,97,5,11,"5,1",0,0
5034,2018,11891904,8,8201,2,0,2,2,89,7,12,"5,9",0,0
5034,2016,11891904,8,8201,2,0,2,2,95,5,10,"5,9",0,0
5034,2017,11891904,8,8201,2,0,2,2,95,6,11,"6,2",0,0
5048,2018,22045474,8,8202,2,0,2,1,92,8,15,"4,8",0,0
5048,2017,22045474,8,8202,2,0,2,1,92,7,14,"5",0,0
5048,2023,8090345,8,8202,2,0,2,1,92,8,13,"5,3",0,0
5048,2022,8090345,8,8202,2,0,2,1,88,7,12,"4,6",0,0
5053,2018,15210197,8,8202,2,1,2,1,94,6,14,"4,8",0,0
5053,2017,15210197,8,8202,2,1,2,1,95,5,13,"4,5",0,0
5053,2016,15210197,8,8202,2,1,2,1,97,4,12,"5,2",0,0
5054,2023,8785810,8,8202,2,1,2,1,92,5,10,"6,3",0,0
5054,2022,8785810,8,8202,2,1,2,1,90,4,9,"6,3",0,0
5055,2018,22827914,8,8202,2,1,2,1,85,6,11,"5,4",0,0
5057,2022,15210197,8,8202,2,1,5,1,85,2,18,"5",0,0
5057,2023,15210197,8,8202,2,1,7,1,0,3,19,NA,0,0
5068,2017,8090345,8,8202,2,1,2,1,90,2,7,"6,2",0,0
5068,2016,8090345,8,8202,2,1,2,1,90,1,6,"6,4",0,0
5068,2018,8090345,8,8202,2,1,2,1,91,3,8,"6,5",0,0
5072,2023,26071900,8,8202,2,1,2,1,94,2,7,"6,6",0,0
5072,2022,26071900,8,8202,2,1,2,1,94,1,6,"6,7",0,0
5082,2018,10164343,8,8202,3,0,2,2,87,4,9,"6,1",0,0
5082,2016,22045474,8,8202,3,0,2,1,93,7,13,"4,6",0,0
5082,2022,17581786,8,8202,3,0,2,1,84,2,7,"6,9",0,0
5082,2016,10164343,8,8202,3,0,2,2,85,2,7,"6,6",0,0
5082,2023,17581786,8,8202,3,0,2,1,94,3,8,"6,6",0,0
5082,2017,10164343,8,8202,3,0,2,2,81,3,8,"6,4",0,0
5083,2018,17584814,8,8202,4,0,2,2,100,3,8,"6,8",0,0
5083,2023,17584814,8,8202,4,0,2,2,96,8,13,"6,5",0,0
5083,2017,17584814,8,8202,4,0,2,2,98,2,7,"6,8",0,0
